"wp_id","slug","meta_key","meta_value"
"404345","triana-residences","payment_plan_section_payment_plan_0_payment_plan_title","Down Payment"
"404345","triana-residences","payment_plan_section_payment_plan_1_payment_plan_percentage","40"
"404345","triana-residences","payment_plan_section_payment_plan_1_payment_plan_title","During Construction"
"404345","triana-residences","payment_plan_section_payment_plan_2_payment_plan_percentage","50"
"404345","triana-residences","payment_plan_section_payment_plan_2_payment_plan_title","On Handover"
"404378","damac-riverside-views-azure-1","payment_plan_section_payment_plan_0_payment_plan_percentage","20"
"404378","damac-riverside-views-azure-1","payment_plan_section_payment_plan_0_payment_plan_title","Down Payment"
"404378","damac-riverside-views-azure-1","payment_plan_section_payment_plan_1_payment_plan_percentage","50"
"404378","damac-riverside-views-azure-1","payment_plan_section_payment_plan_1_payment_plan_title","During Construction"
"404378","damac-riverside-views-azure-1","payment_plan_section_payment_plan_2_payment_plan_percentage","30"
"404378","damac-riverside-views-azure-1","payment_plan_section_payment_plan_2_payment_plan_title","On Handover"
"404395","floarea-lakes","payment_plan_section_payment_plan_0_payment_plan_percentage","20"
"404395","floarea-lakes","payment_plan_section_payment_plan_0_payment_plan_title","Down Payment"
"404395","floarea-lakes","payment_plan_section_payment_plan_1_payment_plan_percentage","30"
"404395","floarea-lakes","payment_plan_section_payment_plan_1_payment_plan_title","During Construction"
"404395","floarea-lakes","payment_plan_section_payment_plan_2_payment_plan_percentage","15"
"404395","floarea-lakes","payment_plan_section_payment_plan_2_payment_plan_title","On Handover"
"404395","floarea-lakes","payment_plan_section_payment_plan_3_payment_plan_percentage","35"
"404395","floarea-lakes","payment_plan_section_payment_plan_3_payment_plan_title","Post Handover"
